# 
T	Delay	
21.0624312	0.1	06-03-24 16:27:56.832621
21.1295394	0.1	06-03-24 16:27:57.038103
21.1276961	0.1	06-03-24 16:27:57.241387
21.1249312	0.1	06-03-24 16:27:57.448026
21.1267745	0.1	06-03-24 16:27:57.652007
21.0624312	0.1	06-03-24 16:27:57.851570
21.0605879	0.1	06-03-24 16:27:58.064877
21.1258528	0.1	06-03-24 16:27:58.264669
21.1221663	0.1	06-03-24 16:27:58.471371
21.120323	0.1	06-03-24 16:27:58.676532
21.1175581	0.1	06-03-24 16:27:58.881350
21.1166364	0.1	06-03-24 16:27:59.089415
21.1184797	0.1	06-03-24 16:27:59.290749
21.1166364	0.1	06-03-24 16:27:59.494728
21.1184797	0.1	06-03-24 16:27:59.711478
21.1212446	0.1	06-03-24 16:27:59.897368
21.1258528	0.1	06-03-24 16:28:00.113028
21.1249312	0.1	06-03-24 16:28:00.314486
21.1276961	0.1	06-03-24 16:28:00.518365
21.1258528	0.1	06-03-24 16:28:00.719976
21.1249312	0.1	06-03-24 16:28:01.026996
21.1249312	0.1	06-03-24 16:28:01.236752
21.1221663	0.1	06-03-24 16:28:01.440623
21.1240095	0.1	06-03-24 16:28:01.743665
21.1184797	0.1	06-03-24 16:28:01.953287
21.1240095	0.1	06-03-24 16:28:02.169844
21.120323	0.1	06-03-24 16:28:02.362736
21.1175581	0.1	06-03-24 16:28:02.565673
21.1175581	0.1	06-03-24 16:28:02.772372
21.1184797	0.1	06-03-24 16:28:02.976702
21.0513715	0.1	06-03-24 16:28:03.184805
21.0550581	0.1	06-03-24 16:28:03.386487
21.0550581	0.1	06-03-24 16:28:03.591531
21.0532148	0.1	06-03-24 16:28:03.803082
21.1120283	0.1	06-03-24 16:28:04.001346
21.1129499	0.1	06-03-24 16:28:04.206205
21.1111066	0.1	06-03-24 16:28:04.411278
21.1046552	0.1	06-03-24 16:28:04.615851
21.1018902	0.1	06-03-24 16:28:04.918015
21.1028119	0.1	06-03-24 16:28:05.128015
21.1009686	0.1	06-03-24 16:28:05.332104
21.0963604	0.1	06-03-24 16:28:05.537422
21.0982037	0.1	06-03-24 16:28:05.739197
21.0972821	0.1	06-03-24 16:28:05.944181
21.0935955	0.1	06-03-24 16:28:06.151036
21.0945171	0.1	06-03-24 16:28:06.356081
21.0935955	0.1	06-03-24 16:28:06.560495
21.0908306	0.1	06-03-24 16:28:06.766259
21.0917522	0.1	06-03-24 16:28:06.970625
21.0917522	0.1	06-03-24 16:28:07.171516
21.0945171	0.1	06-03-24 16:28:07.380460
21.0935955	0.1	06-03-24 16:28:07.585014
21.0862224	0.1	06-03-24 16:28:07.887800
21.0889873	0.1	06-03-24 16:28:08.097904
21.0843791	0.1	06-03-24 16:28:08.302364
21.0779277	0.1	06-03-24 16:28:08.507043
21.0797709	0.1	06-03-24 16:28:08.711167
21.0788493	0.1	06-03-24 16:28:08.916548
21.0779277	0.1	06-03-24 16:28:09.121129
21.0779277	0.1	06-03-24 16:28:09.326124
21.0760844	0.1	06-03-24 16:28:09.530738
21.0237224	0.1	06-03-24 16:28:09.833482
21.0889873	0.1	06-03-24 16:28:10.042666
21.0816142	0.1	06-03-24 16:28:10.247325
21.0172709	0.1	06-03-24 16:28:10.452561
21.0172709	0.1	06-03-24 16:28:10.656743
21.0806926	0.1	06-03-24 16:28:10.864475
21.0816142	0.1	06-03-24 16:28:11.066277
21.0843791	0.1	06-03-24 16:28:11.272054
21.0779277	0.1	06-03-24 16:28:11.476829
21.139506	0.1	06-03-24 16:28:11.694418
21.1404277	0.1	06-03-24 16:28:11.889088
21.0788493	0.1	06-03-24 16:28:12.091050
21.0825359	0.1	06-03-24 16:28:12.294902
21.0825359	0.1	06-03-24 16:28:12.500777
21.0788493	0.1	06-03-24 16:28:12.704971
21.0825359	0.1	06-03-24 16:28:12.906492
21.0806926	0.1	06-03-24 16:28:13.114978
21.1413493	0.1	06-03-24 16:28:13.319608
21.1431926	0.1	06-03-24 16:28:13.524476
21.0816142	0.1	06-03-24 16:28:13.725008
21.0788493	0.1	06-03-24 16:28:13.936871
21.0742411	0.1	06-03-24 16:28:14.138818
21.0714762	0.1	06-03-24 16:28:14.344242
21.0797709	0.1	06-03-24 16:28:14.549129
21.0806926	0.1	06-03-24 16:28:14.753552
21.0779277	0.1	06-03-24 16:28:14.960620
21.077006	0.1	06-03-24 16:28:15.163019
21.0751628	0.1	06-03-24 16:28:15.367901
21.0779277	0.1	06-03-24 16:28:15.572073
21.0806926	0.1	06-03-24 16:28:15.771928
21.077006	0.1	06-03-24 16:28:15.983092
21.0108195	0.1	06-03-24 16:28:16.186847
21.0108195	0.1	06-03-24 16:28:16.391634
21.014506	0.1	06-03-24 16:28:16.596884
21.0172709	0.1	06-03-24 16:28:16.800882
21.0200359	0.1	06-03-24 16:28:17.006605
21.0218791	0.1	06-03-24 16:28:17.210844
21.0237224	0.1	06-03-24 16:28:17.415922
21.024644	0.1	06-03-24 16:28:17.621085
21.0853008	0.1	06-03-24 16:28:17.923521
21.0237224	0.1	06-03-24 16:28:18.133015
21.0255657	0.1	06-03-24 16:28:18.337354
21.0255657	0.1	06-03-24 16:28:18.542548
21.0237224	0.1	06-03-24 16:28:18.742844
21.0228008	0.1	06-03-24 16:28:18.958655
21.0264873	0.1	06-03-24 16:28:19.159719
21.0935955	0.1	06-03-24 16:28:19.356564
21.0908306	0.1	06-03-24 16:28:19.568721
21.0908306	0.1	06-03-24 16:28:19.869061
21.0889873	0.1	06-03-24 16:28:20.038929
21.100047	0.1	06-03-24 16:28:20.278228
21.1009686	0.1	06-03-24 16:28:20.488057
21.0935955	0.1	06-03-24 16:28:20.692594
21.0301739	0.1	06-03-24 16:28:20.897739
21.0329388	0.1	06-03-24 16:28:21.102124
21.0384686	0.1	06-03-24 16:28:21.316348
21.0393902	0.1	06-03-24 16:28:21.512049
21.0366253	0.1	06-03-24 16:28:21.717126
21.0403119	0.1	06-03-24 16:28:22.019290
21.0347821	0.1	06-03-24 16:28:22.228818
21.0366253	0.1	06-03-24 16:28:22.428963
21.1018902	0.1	06-03-24 16:28:22.634022
21.100047	0.1	06-03-24 16:28:22.841025
21.0972821	0.1	06-03-24 16:28:23.043234
21.0982037	0.1	06-03-24 16:28:23.252521
21.0982037	0.1	06-03-24 16:28:23.457938
21.0954388	0.1	06-03-24 16:28:23.662082
21.0945171	0.1	06-03-24 16:28:23.868810
21.0963604	0.1	06-03-24 16:28:24.071612
21.0292522	0.1	06-03-24 16:28:24.276490
21.0292522	0.1	06-03-24 16:28:24.478241
21.0963604	0.1	06-03-24 16:28:24.687010
21.0917522	0.1	06-03-24 16:28:24.891552
21.0310955	0.1	06-03-24 16:28:25.095311
21.0292522	0.1	06-03-24 16:28:25.300645
21.0283306	0.1	06-03-24 16:28:25.505764
21.0237224	0.1	06-03-24 16:28:25.709115
21.0237224	0.1	06-03-24 16:28:25.915097
21.0255657	0.1	06-03-24 16:28:26.119793
21.0264873	0.1	06-03-24 16:28:26.320161
21.024644	0.1	06-03-24 16:28:26.529391
21.0237224	0.1	06-03-24 16:28:26.733916
21.027409	0.1	06-03-24 16:28:26.938819
21.0310955	0.1	06-03-24 16:28:27.144214
21.0320171	0.1	06-03-24 16:28:27.348484
21.0935955	0.1	06-03-24 16:28:27.553617
21.0917522	0.1	06-03-24 16:28:27.759841
21.0917522	0.1	06-03-24 16:28:27.961214
21.087144	0.1	06-03-24 16:28:28.165511
21.0209575	0.1	06-03-24 16:28:28.373095
21.0200359	0.1	06-03-24 16:28:28.577562
21.0218791	0.1	06-03-24 16:28:28.782448
21.0200359	0.1	06-03-24 16:28:29.083245
21.0816142	0.1	06-03-24 16:28:29.294429
21.0788493	0.1	06-03-24 16:28:29.498768
21.0760844	0.1	06-03-24 16:28:29.704483
21.0723978	0.1	06-03-24 16:28:29.908834
21.0117411	0.1	06-03-24 16:28:30.114243
21.0126628	0.1	06-03-24 16:28:30.314012
21.0733195	0.1	06-03-24 16:28:30.523526
21.0723978	0.1	06-03-24 16:28:30.727835
21.0751628	0.1	06-03-24 16:28:30.932986
21.0788493	0.1	06-03-24 16:28:31.137920
21.0126628	0.1	06-03-24 16:28:31.342759
21.0080546	0.1	06-03-24 16:28:31.645294
21.0742411	0.1	06-03-24 16:28:31.854941
21.0733195	0.1	06-03-24 16:28:32.058494
21.0687113	0.1	06-03-24 16:28:32.262171
21.0687113	0.1	06-03-24 16:28:32.468795
21.0705546	0.1	06-03-24 16:28:32.673572
21.0705546	0.1	06-03-24 16:28:32.976798
21.0108195	0.1	06-03-24 16:28:33.184910
21.004368	0.1	06-03-24 16:28:33.387802
21.0714762	0.1	06-03-24 16:28:33.594869
21.077006	0.1	06-03-24 16:28:33.797371
21.0126628	0.1	06-03-24 16:28:34.004929
21.0135844	0.1	06-03-24 16:28:34.209438
21.0742411	0.1	06-03-24 16:28:34.414674
21.0705546	0.1	06-03-24 16:28:34.619388
21.0733195	0.1	06-03-24 16:28:34.824925
21.0733195	0.1	06-03-24 16:28:35.029155
21.0071329	0.1	06-03-24 16:28:35.234473
21.0154277	0.1	06-03-24 16:28:35.435192
21.0163493	0.1	06-03-24 16:28:35.643341
21.0071329	0.1	06-03-24 16:28:35.848206
21.0696329	0.1	06-03-24 16:28:36.048205
21.0723978	0.1	06-03-24 16:28:36.257516
21.1348978	0.1	06-03-24 16:28:36.462662
21.1321329	0.1	06-03-24 16:28:36.765260
21.0135844	0.1	06-03-24 16:28:36.974502
21.0117411	0.1	06-03-24 16:28:37.179055
21.0714762	0.1	06-03-24 16:28:37.384692
21.077006	0.1	06-03-24 16:28:37.588992
21.0172709	0.1	06-03-24 16:28:37.793915
21.0172709	0.1	06-03-24 16:28:38.005387
21.0751628	0.1	06-03-24 16:28:38.202583
21.0751628	0.1	06-03-24 16:28:38.408550
21.0751628	0.1	06-03-24 16:28:38.613287
21.077006	0.1	06-03-24 16:28:38.818034
21.0797709	0.1	06-03-24 16:28:39.022989
21.0825359	0.1	06-03-24 16:28:39.222983
21.0200359	0.1	06-03-24 16:28:39.427906
21.024644	0.1	06-03-24 16:28:39.632508
21.0889873	0.1	06-03-24 16:28:39.822612
21.0880657	0.1	06-03-24 16:28:40.050611
20.964909	0.1	06-03-24 16:28:40.251537
20.964909	0.1	06-03-24 16:28:40.466931
21.0880657	0.1	06-03-24 16:28:40.759074
21.087144	0.1	06-03-24 16:28:40.968523
21.089909	0.1	06-03-24 16:28:41.172801
21.0292522	0.1	06-03-24 16:28:41.371815
21.0264873	0.1	06-03-24 16:28:41.582586
21.089909	0.1	06-03-24 16:28:41.782488
21.0880657	0.1	06-03-24 16:28:41.995175
21.0209575	0.1	06-03-24 16:28:42.197519
21.0292522	0.1	06-03-24 16:28:42.402029
21.087144	0.1	06-03-24 16:28:42.606778
21.0825359	0.1	06-03-24 16:28:42.811383
21.087144	0.1	06-03-24 16:28:43.015012
21.0889873	0.1	06-03-24 16:28:43.218145
21.0200359	0.1	06-03-24 16:28:43.424962
21.0218791	0.1	06-03-24 16:28:43.628171
21.0834575	0.1	06-03-24 16:28:43.834836
21.0816142	0.1	06-03-24 16:28:44.042783
21.0834575	0.1	06-03-24 16:28:44.245245
21.0843791	0.1	06-03-24 16:28:44.449580
21.0797709	0.1	06-03-24 16:28:44.655409
21.0788493	0.1	06-03-24 16:28:44.859383
21.0779277	0.1	06-03-24 16:28:45.066322
21.0760844	0.1	06-03-24 16:28:45.268597
21.0751628	0.1	06-03-24 16:28:45.474571
21.0723978	0.1	06-03-24 16:28:45.678848
21.0071329	0.1	06-03-24 16:28:45.883824
21.0062113	0.1	06-03-24 16:28:46.088956
21.0622598	0.1	06-03-24 16:28:46.288753
21.0641031	0.1	06-03-24 16:28:46.493435
21.0585733	0.1	06-03-24 16:28:46.703261
21.0548867	0.1	06-03-24 16:28:46.905837
20.9914651	0.1	06-03-24 16:28:47.112881
20.9914651	0.1	06-03-24 16:28:47.316767
21.0558084	0.1	06-03-24 16:28:47.521965
21.0539651	0.1	06-03-24 16:28:47.824261
21.1210733	0.1	06-03-24 16:28:48.034106
21.1183084	0.1	06-03-24 16:28:48.238579
21.0530435	0.1	06-03-24 16:28:48.443568
21.0539651	0.1	06-03-24 16:28:48.648658
21.0530435	0.1	06-03-24 16:28:48.853456
21.0512002	0.1	06-03-24 16:28:49.058225
21.0484353	0.1	06-03-24 16:28:49.258323
21.0475136	0.1	06-03-24 16:28:49.467458
20.9831704	0.1	06-03-24 16:28:49.672540
20.9831704	0.1	06-03-24 16:28:49.881021
21.0521218	0.1	06-03-24 16:28:50.082359
21.0493569	0.1	06-03-24 16:28:50.286595
21.0456704	0.1	06-03-24 16:28:50.491353
21.0429054	0.1	06-03-24 16:28:50.794305
21.046592	0.1	06-03-24 16:28:50.922868
21.0484353	0.1	06-03-24 16:28:51.203516
21.0456704	0.1	06-03-24 16:28:51.413006
21.046592	0.1	06-03-24 16:28:51.617459
21.046592	0.1	06-03-24 16:28:51.920775
21.0530435	0.1	06-03-24 16:28:52.130659
21.0530435	0.1	06-03-24 16:28:52.334810
21.1164651	0.1	06-03-24 16:28:52.539668
21.1164651	0.1	06-03-24 16:28:52.744175
21.0493569	0.1	06-03-24 16:28:52.949320
21.0493569	0.1	06-03-24 16:28:53.153690
21.0484353	0.1	06-03-24 16:28:53.358827
21.0484353	0.1	06-03-24 16:28:53.563236
21.046592	0.1	06-03-24 16:28:53.768658
21.0447487	0.1	06-03-24 16:28:53.972955
21.0438271	0.1	06-03-24 16:28:54.176853
21.0419838	0.1	06-03-24 16:28:54.382646
20.9785622	0.1	06-03-24 16:28:54.597144
20.9785622	0.1	06-03-24 16:28:54.792342
21.0438271	0.1	06-03-24 16:28:54.997341
21.046592	0.1	06-03-24 16:28:55.208687
21.0456704	0.1	06-03-24 16:28:55.405264
21.0447487	0.1	06-03-24 16:28:55.612136
20.9804054	0.1	06-03-24 16:28:55.914293
21.046592	0.1	06-03-24 16:28:56.123616
21.046592	0.1	06-03-24 16:28:56.329171
21.0447487	0.1	06-03-24 16:28:56.533009
21.0447487	0.1	06-03-24 16:28:56.737529
21.0429054	0.1	06-03-24 16:28:56.943357
21.0438271	0.1	06-03-24 16:28:57.145804
21.046592	0.1	06-03-24 16:28:57.348027
21.0447487	0.1	06-03-24 16:28:57.557113
21.1072487	0.1	06-03-24 16:28:57.774242
21.109092	0.1	06-03-24 16:28:57.966864
21.0438271	0.1	06-03-24 16:28:58.172573
21.0438271	0.1	06-03-24 16:28:58.374661
21.046592	0.1	06-03-24 16:28:58.581558
21.0493569	0.1	06-03-24 16:28:58.782943
21.0530435	0.1	06-03-24 16:28:58.991642
21.0613382	0.1	06-03-24 16:28:59.191440
21.1201516	0.1	06-03-24 16:28:59.395657
21.1183084	0.1	06-03-24 16:28:59.601882
20.9969949	0.1	06-03-24 16:28:59.807573
20.9979166	0.1	06-03-24 16:29:00.014931
21.0604166	0.1	06-03-24 16:29:00.226971
21.0594949	0.1	06-03-24 16:29:00.427318
21.0594949	0.1	06-03-24 16:29:00.629327
21.0576516	0.1	06-03-24 16:29:00.833454
20.9914651	0.1	06-03-24 16:29:01.038770
20.9905435	0.1	06-03-24 16:29:01.243536
20.9896218	0.1	06-03-24 16:29:01.451046
20.9868569	0.1	06-03-24 16:29:01.653197
20.9914651	0.1	06-03-24 16:29:01.852264
20.9923867	0.1	06-03-24 16:29:02.063049
20.9923867	0.1	06-03-24 16:29:02.273492
20.9914651	0.1	06-03-24 16:29:02.472164
21.0576516	0.1	06-03-24 16:29:02.677743
21.0576516	0.1	06-03-24 16:29:02.882156
21.05673	0.1	06-03-24 16:29:03.087501
21.05673	0.1	06-03-24 16:29:03.291463
20.9887002	0.1	06-03-24 16:29:03.496838
20.984092	0.1	06-03-24 16:29:03.799206
21.0502785	0.1	06-03-24 16:29:04.008806
21.0392189	0.1	06-03-24 16:29:04.220433
20.973954	0.1	06-03-24 16:29:04.418959
20.973954	0.1	06-03-24 16:29:04.622984
21.0346107	0.1	06-03-24 16:29:04.825192
21.0327674	0.1	06-03-24 16:29:05.032575
21.0327674	0.1	06-03-24 16:29:05.237479
21.0309242	0.1	06-03-24 16:29:05.441958
21.0943458	0.1	06-03-24 16:29:05.647196
21.0943458	0.1	06-03-24 16:29:05.949715
20.9684242	0.1	06-03-24 16:29:06.159509
20.9675025	0.1	06-03-24 16:29:06.363893
20.963816	0.1	06-03-24 16:29:06.568864
20.963816	0.1	06-03-24 16:29:06.773542
20.9665809	0.1	06-03-24 16:29:06.978149
20.9665809	0.1	06-03-24 16:29:07.183122
21.0272376	0.1	06-03-24 16:29:07.388037
21.0253943	0.1	06-03-24 16:29:07.592651
21.0244727	0.1	06-03-24 16:29:07.801360
21.0189429	0.1	06-03-24 16:29:08.002143
21.0226294	0.1	06-03-24 16:29:08.207279
21.026316	0.1	06-03-24 16:29:08.411668
21.0207861	0.1	06-03-24 16:29:08.714605
21.0180212	0.1	06-03-24 16:29:08.924040
21.0189429	0.1	06-03-24 16:29:09.128889
21.0189429	0.1	06-03-24 16:29:09.333928
21.0207861	0.1	06-03-24 16:29:09.538370
21.0226294	0.1	06-03-24 16:29:09.738746
21.0217078	0.1	06-03-24 16:29:09.948179
20.9555212	0.1	06-03-24 16:29:10.152900
20.9527563	0.1	06-03-24 16:29:10.353212
20.9555212	0.1	06-03-24 16:29:10.561685
20.9564429	0.1	06-03-24 16:29:10.767031
21.0189429	0.1	06-03-24 16:29:10.971762
21.0161779	0.1	06-03-24 16:29:11.176899
20.9518347	0.1	06-03-24 16:29:11.378693
20.9527563	0.1	06-03-24 16:29:11.581761
21.0124914	0.1	06-03-24 16:29:11.889011
21.0106481	0.1	06-03-24 16:29:12.098129
21.0124914	0.1	06-03-24 16:29:12.302980
20.9518347	0.1	06-03-24 16:29:12.507789
20.9472265	0.1	06-03-24 16:29:12.712738
21.0069616	0.1	06-03-24 16:29:12.918031
21.0051183	0.1	06-03-24 16:29:13.122471
21.0005101	0.1	06-03-24 16:29:13.327428
21.0005101	0.1	06-03-24 16:29:13.531542
21.0676183	0.1	06-03-24 16:29:13.834705
21.0078832	0.1	06-03-24 16:29:14.044058
21.0051183	0.1	06-03-24 16:29:14.248688
20.940775	0.1	06-03-24 16:29:14.453714
20.9435399	0.1	06-03-24 16:29:14.657700
21.0060399	0.1	06-03-24 16:29:14.863362
21.0060399	0.1	06-03-24 16:29:15.067396
21.0115698	0.1	06-03-24 16:29:15.272716
21.0115698	0.1	06-03-24 16:29:15.477387
21.0124914	0.1	06-03-24 16:29:15.681001
21.0161779	0.1	06-03-24 16:29:15.905295
21.0170996	0.1	06-03-24 16:29:16.091788
21.0152563	0.1	06-03-24 16:29:16.292369
21.0143347	0.1	06-03-24 16:29:16.502081
21.0161779	0.1	06-03-24 16:29:16.706468
20.9536779	0.1	06-03-24 16:29:16.911322
20.9499914	0.1	06-03-24 16:29:17.115691
21.0115698	0.1	06-03-24 16:29:17.321452
21.0143347	0.1	06-03-24 16:29:17.522339
21.0740698	0.1	06-03-24 16:29:17.729699
21.0694616	0.1	06-03-24 16:29:17.935183
20.9435399	0.1	06-03-24 16:29:18.140316
20.9453832	0.1	06-03-24 16:29:18.344779
21.0060399	0.1	06-03-24 16:29:18.549421
21.0088048	0.1	06-03-24 16:29:18.747560
21.0115698	0.1	06-03-24 16:29:18.959310
21.0124914	0.1	06-03-24 16:29:19.164058
20.9536779	0.1	06-03-24 16:29:19.369281
20.9555212	0.1	06-03-24 16:29:19.571858
21.0124914	0.1	06-03-24 16:29:19.777200
21.0088048	0.1	06-03-24 16:29:19.983383
21.0106481	0.1	06-03-24 16:29:20.187819
21.0078832	0.1	06-03-24 16:29:20.396237
21.0041967	0.1	06-03-24 16:29:20.597818
21.0041967	0.1	06-03-24 16:29:20.799852
21.0069616	0.1	06-03-24 16:29:21.007002
21.003275	0.1	06-03-24 16:29:21.211870
20.9968236	0.1	06-03-24 16:29:21.416715
20.9959019	0.1	06-03-24 16:29:21.621246
20.9922154	0.1	06-03-24 16:29:21.924398
20.9885288	0.1	06-03-24 16:29:22.133861
20.9820774	0.1	06-03-24 16:29:22.338512
20.9820774	0.1	06-03-24 16:29:22.543502
20.9857639	0.1	06-03-24 16:29:22.748066
20.9848423	0.1	06-03-24 16:29:22.953531
20.9811557	0.1	06-03-24 16:29:23.155984
20.9774692	0.1	06-03-24 16:29:23.362839
20.9765475	0.1	06-03-24 16:29:23.567192
20.9710177	0.1	06-03-24 16:29:23.842990
20.9682528	0.1	06-03-24 16:29:24.080081
20.9682528	0.1	06-03-24 16:29:24.283872
20.9664095	0.1	06-03-24 16:29:24.489068
20.9664095	0.1	06-03-24 16:29:24.693147
20.962723	0.1	06-03-24 16:29:24.996569
20.952585	0.1	06-03-24 16:29:25.149280
20.94982	0.1	06-03-24 16:29:25.406304
20.9452119	0.1	06-03-24 16:29:25.615452
20.9442902	0.1	06-03-24 16:29:25.818018
20.939682	0.1	06-03-24 16:29:26.020358
20.9406037	0.1	06-03-24 16:29:26.227736
20.9387604	0.1	06-03-24 16:29:26.532385
20.9277007	0.1	06-03-24 16:29:26.742147
20.9184844	0.1	06-03-24 16:29:26.946543
20.919406	0.1	06-03-24 16:29:27.151333
20.9221709	0.1	06-03-24 16:29:27.355320
20.8587493	0.1	06-03-24 16:29:27.560804
20.8633575	0.1	06-03-24 16:29:27.769933
20.9277007	0.1	06-03-24 16:29:27.970949
20.9203276	0.1	06-03-24 16:29:28.175036
20.9147978	0.1	06-03-24 16:29:28.379868
20.9129545	0.1	06-03-24 16:29:28.584954
20.9111113	0.1	06-03-24 16:29:28.789975
20.9101896	0.1	06-03-24 16:29:29.092706
20.9065031	0.1	06-03-24 16:29:29.220605
20.89913	0.1	06-03-24 16:29:29.502217
20.8936001	0.1	06-03-24 16:29:29.711704
20.888992	0.1	06-03-24 16:29:29.923321
20.8292569	0.1	06-03-24 16:29:30.121597
20.8338651	0.1	06-03-24 16:29:30.323304
20.8274136	0.1	06-03-24 16:29:30.526528
20.8200405	0.1	06-03-24 16:29:30.735312
20.8797756	0.1	06-03-24 16:29:30.940313
20.8779323	0.1	06-03-24 16:29:31.144910
20.8806972	0.1	06-03-24 16:29:31.350002
20.876089	0.1	06-03-24 16:29:31.552417
20.8724025	0.1	06-03-24 16:29:31.759648
20.8705592	0.1	06-03-24 16:29:31.963975
20.865951	0.1	06-03-24 16:29:32.169339
20.8622645	0.1	06-03-24 16:29:32.373690
20.7951563	0.1	06-03-24 16:29:32.580642
20.7969996	0.1	06-03-24 16:29:32.782569
20.8641077	0.1	06-03-24 16:29:32.982899
20.8631861	0.1	06-03-24 16:29:33.191944
20.8567346	0.1	06-03-24 16:29:33.398332
20.8548914	0.1	06-03-24 16:29:33.603793
20.7914697	0.1	06-03-24 16:29:33.807486
20.7923914	0.1	06-03-24 16:29:34.011812
20.8512048	0.1	06-03-24 16:29:34.217293
20.8493615	0.1	06-03-24 16:29:34.421506
20.8502832	0.1	06-03-24 16:29:34.626994
20.8521265	0.1	06-03-24 16:29:34.831418
20.8530481	0.1	06-03-24 16:29:35.031584
20.8493615	0.1	06-03-24 16:29:35.245065
20.8475183	0.1	06-03-24 16:29:35.445293
20.8438317	0.1	06-03-24 16:29:35.650743
20.7822534	0.1	06-03-24 16:29:35.855945
20.7776452	0.1	06-03-24 16:29:36.060060
20.8419884	0.1	06-03-24 16:29:36.265129
20.8438317	0.1	06-03-24 16:29:36.469687
20.8429101	0.1	06-03-24 16:29:36.678664
20.8410668	0.1	06-03-24 16:29:36.879809
20.8364586	0.1	06-03-24 16:29:37.084144
20.8336937	0.1	06-03-24 16:29:37.288786
20.8327721	0.1	06-03-24 16:29:37.494110
20.8290855	0.1	06-03-24 16:29:37.696030
20.7610557	0.1	06-03-24 16:29:37.899805
20.7610557	0.1	06-03-24 16:29:38.108233
20.8217124	0.1	06-03-24 16:29:38.313315
20.825399	0.1	06-03-24 16:29:38.517962
20.7638206	0.1	06-03-24 16:29:38.722736
20.7592124	0.1	06-03-24 16:29:39.025163
20.7582908	0.1	06-03-24 16:29:39.164604
20.7582908	0.1	06-03-24 16:29:39.439244
20.8217124	0.1	06-03-24 16:29:39.644478
20.8171042	0.1	06-03-24 16:29:39.847922
20.8143393	0.1	06-03-24 16:29:40.054565
20.812496	0.1	06-03-24 16:29:40.258735
20.8069662	0.1	06-03-24 16:29:40.458723
20.8005147	0.1	06-03-24 16:29:40.668219
20.8032797	0.1	06-03-24 16:29:40.873272
20.802358	0.1	06-03-24 16:29:41.077829
20.8042013	0.1	06-03-24 16:29:41.282923
20.7995931	0.1	06-03-24 16:29:41.487121
20.7315633	0.1	06-03-24 16:29:41.790477
20.7315633	0.1	06-03-24 16:29:41.999750
20.72972	0.1	06-03-24 16:29:42.204080
20.7903767	0.1	06-03-24 16:29:42.409085
20.7857685	0.1	06-03-24 16:29:42.614093
20.7223469	0.1	06-03-24 16:29:42.818746
20.7251118	0.1	06-03-24 16:29:43.121475
20.7765522	0.1	06-03-24 16:29:43.330662
20.7756305	0.1	06-03-24 16:29:43.535705
20.7728656	0.1	06-03-24 16:29:43.739132
20.7783954	0.1	06-03-24 16:29:43.945505
20.7168171	0.1	06-03-24 16:29:44.150826
20.7076007	0.1	06-03-24 16:29:44.372187
20.7701007	0.1	06-03-24 16:29:44.565995
20.7664142	0.1	06-03-24 16:29:44.762478
20.8233843	0.1	06-03-24 16:29:44.969427
20.8206194	0.1	06-03-24 16:29:45.173713
20.6956194	0.1	06-03-24 16:29:45.379178
20.6910112	0.1	06-03-24 16:29:45.681700
20.7479814	0.1	06-03-24 16:29:45.891046
20.7452165	0.1	06-03-24 16:29:46.095465
20.801265	0.1	06-03-24 16:29:46.300829
20.7985001	0.1	06-03-24 16:29:46.505306
20.6716568	0.1	06-03-24 16:29:46.710286
20.6707352	0.1	06-03-24 16:29:46.921344
20.7277054	0.1	06-03-24 16:29:47.118287
20.728627	0.1	06-03-24 16:29:47.324957
20.7249405	0.1	06-03-24 16:29:47.529709
20.7221756	0.1	06-03-24 16:29:47.733942
20.7175674	0.1	06-03-24 16:29:47.939051
20.7120375	0.1	06-03-24 16:29:48.136010
20.7101943	0.1	06-03-24 16:29:48.348730
20.7055861	0.1	06-03-24 16:29:48.553233
20.6403212	0.1	06-03-24 16:29:48.758115
20.6403212	0.1	06-03-24 16:29:48.962612
20.6393995	0.1	06-03-24 16:29:49.167979
20.6375563	0.1	06-03-24 16:29:49.374294
20.6338697	0.1	06-03-24 16:29:49.572848
20.6311048	0.1	06-03-24 16:29:49.879972
20.6889966	0.1	06-03-24 16:29:50.089628
20.688075	0.1	06-03-24 16:29:50.293972
20.6871533	0.1	06-03-24 16:29:50.499238
20.68531	0.1	06-03-24 16:29:50.716984
20.6843884	0.1	06-03-24 16:29:50.909522
20.6834668	0.1	06-03-24 16:29:51.112681
20.6770153	0.1	06-03-24 16:29:51.313603
20.6779369	0.1	06-03-24 16:29:51.522830
20.6163586	0.1	06-03-24 16:29:51.722348
20.6145153	0.1	06-03-24 16:29:51.925977
20.6724071	0.1	06-03-24 16:29:52.137986
20.675172	0.1	06-03-24 16:29:52.340044
20.6742504	0.1	06-03-24 16:29:52.547293
20.6724071	0.1	06-03-24 16:29:52.751659
20.6099071	0.1	06-03-24 16:29:52.956842
20.6099071	0.1	06-03-24 16:29:53.158767
20.6677989	0.1	06-03-24 16:29:53.365973
20.6641124	0.1	06-03-24 16:29:53.571689
20.6613475	0.1	06-03-24 16:29:53.775717
20.6613475	0.1	06-03-24 16:29:53.979431
20.6006907	0.1	06-03-24 16:29:54.186095
20.5997691	0.1	06-03-24 16:29:54.390143
20.6576609	0.1	06-03-24 16:29:54.595348
20.6622691	0.1	06-03-24 16:29:54.799722
20.6613475	0.1	06-03-24 16:29:55.005007
